ID,Type,SkillAttr,IsCancelReport,SkillTriggerType,TriggerCondition1,TriggerCondition2,StunDisableAction,IsDelayLastSkill,TriggerRoundMax,TriggerBattleMax,SkillMelee,SkillEnemy,RangeType,SkillTarget,MaxTarget,CertainHit,Effect1Cond1,Effect1Cond2,Effect1,Effect2Cond1,Effect2Cond2,Effect2,Effect3Cond1,Effect3Cond2,Effect3,ComboSKill
401111,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|25000|0|0,,,,,,,
401112,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|25000|0|0,,,,,,,
402111,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|12000|0|0,,,,,,,
402112,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|12000|0|0,,,,,,,
500111,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,10|24000|0,,,,,,,
500112,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,10|24000|0,,,,,,,
501111,2,,,,,,1,0,0,0,1,2,5,1,1,0,,,1|18000|0|0,,,,,,,
501112,2,,,,,,1,0,0,0,1,2,5,1,1,0,,,1|18000|0|0,,,,,,,
502111,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|22000|0|0,,,3|223|10000|-3000|3,,,,
502112,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|22000|0|0,,,3|223|10000|-3000|3,,,,
600111,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|10000|0|0,,,,,,,
600112,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|10000|0|0,,,,,,,
601111,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|25000|0|0,,,,,,,
601112,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|25000|0|0,,,,,,,
602111,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,3|104|10000|6000|3,,,3|105|10000|6000|3,,,,
602112,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,3|104|10000|6000|3,,,3|105|10000|6000|3,,,,
105101,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105201,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105301,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105501,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105601,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105701,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105901,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205101,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205201,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205301,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205501,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205601,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205701,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205801,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
205901,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305101,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305201,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305301,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305501,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305601,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
305701,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405101,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405201,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405301,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405351,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|7000|0|0,,,,,,,
405352,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|8500|0|0,,,,,,,
405353,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|10000|0|0,,,,,,,
405401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405501,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405601,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
405901,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505101,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505151,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|7000|0|0,,,,,,,
505152,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|8500|0|0,,,,,,,
505153,1,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|10000|0|0,,,,,,,
505201,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505301,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505351,1,,,,,,1,0,0,0,2,2,1,3,1,0,,,1|11000|0|0,,,3|3|10000|1800|3,,,,
505352,1,,,,,,1,0,0,0,2,2,1,3,1,0,,,1|13000|0|0,,,3|3|10000|1800|3,,,,
505353,1,,,,,,1,0,0,0,2,2,1,3,1,0,,,1|15000|0|0,,,3|3|10000|1800|3,,,,
505401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505501,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505601,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
505801,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605101,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605201,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605301,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605401,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605501,1,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605601,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
605701,1,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|10000|0|0,,,,,,,
105111,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|9000|0|0,,,3|1|10000|1500|5,,,,
105211,2,,,,,,1,0,0,0,1,2,3,1,1,0,,,1|18000|0|0,,,,,,,
105311,2,,,,,,1,0,0,0,0,1,7,5,1,-1,,,2|6000|0|0,,11|1,3|112|10000|3000|3,,,,
105411,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|19000|0|0,,,3|1|10000|3000|5,,,,
105511,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|19000|0|0,,,3|2|10000|4000|2,,,,
105611,2,,,,,,1,0,0,0,1,2,5,1,1,0,,,1|12500|0|0,,,3|7|3000|0|2,,,,
105711,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|9000|0|0,,,3|220|10000|-5000|3,,,,
105911,2,,,,,,1,0,0,0,1,2,1,3,1,0,,,1|17000|0|0,,,3|3|10000|3600|3,,,,
205111,2,,,,,,1,0,0,0,2,2,2,1,1,0,,,1|12000|0|0,,,3|207|10000|-1500|3,,,,
205211,2,,,,,,1,0,0,0,0,1,4,4,3,-1,,,8|1,,11|2,3|107|10000|3000|3,,,,
205311,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|19000|0|0,,,3|5|4500|0|3,,,,
205411,2,,,,,,1,0,0,0,2,2,3,1,1,0,,,1|18000|0|0,,,,,,,
205511,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|10000|0|0,,,3|6|1100|0|2,,,,
205611,2,,,,,,1,0,0,0,2,2,1,1,1,0,,1|4,1|15000|0|1,,12|4,1|27000|0|1,,,,
205711,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|22500|0|1,,,,,,,
205811,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|5000|0|0,,,3|4|4000|0|3,,,,
205911,2,,,,,,1,0,0,0,2,2,5,4,1,0,,,1|17000|0|0,,,,,,,
305111,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|8000|0|0,,,3|5|3000|0|3,,,,
305211,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|14500|0|0,,,3|6|6000|0|2,,,,
305311,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|9500|0|0,,,9|0|-10|5000,,,,
305411,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|7500|0|0,,,3|6|1500|0|2,,,,
305511,2,,,,,,1,0,0,0,2,2,2,1,1,0,,,1|15000|0|0,,,,,,,
305611,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,3|104|10000|5000|3,,,,,,,305651
305651,4,,,,,,1,0,0,0,0,1,7,5,1,-1,,11|3,3|107|10000|3000|3,,,,,,,
305711,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|5000|0|0,,,3|201|10000|-2000|3,,,3|204|10000|-2000|3,
405111,2,,,,,,1,0,0,0,2,2,2,1,1,0,,,1|13000|0|1,,,,,,,
405211,2,,,,,,1,0,0,0,0,1,7,5,1,-1,,,3|104|10000|2700|3,,,3|105|10000|2700|3,,,,
405311,2,,,,,,1,0,0,0,0,1,7,5,1,-1,,,2|6000|0|0,,11|4,3|112|10000|3000|3,,,,
405411,2,,,,,,1,0,0,0,2,2,3,1,1,0,,,1|15000|0|0,,,3|2|10000|2000|2,,,,
405511,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|13500|0|0,,,,,,,405551
405551,2,,,,,,1,0,0,0,0,1,1,5,1,-1,,,3|207|10000|-3000|2,,,,,,,
405611,2,,,,,,1,0,0,0,1,2,7,1,1,0,,,1|8000|0|0,,,3|6|1100|0|2,,,,
405911,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|19500|0|0,,,3|6|3000|0|2,,,,
505111,2,,,,,,1,0,0,0,2,2,2,1,1,0,,,1|10500|0|0,,,3|8|2500|0|2,,,,
505211,2,,,,,,1,0,0,0,0,1,7,5,1,-1,,,3|101|10000|1500|3,,,3|102|10000|1500|3,,11|5,3|107|10000|3000|3,
505311,2,,,,,,1,0,0,0,2,2,1,3,1,0,,,1|18000|0|0,,,3|212|10000|-2000|3,,,,
505411,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|20000|0|0,,,3|207|10000|-2500|3,,,,
505511,2,,,,,,1,0,0,0,2,2,7,1,1,0,,,1|7000|0|0,,,3|2|10000|2000|2,,,,
505611,2,,,,,,1,0,0,0,1,2,7,1,1,0,,,1|10000|0|0,,,,,,,
505811,2,,,,,,1,0,0,0,2,2,4,4,3,0,,,1|12000|0|0,,,,,,,
605111,2,,,,,,1,0,0,0,0,1,7,5,1,-1,,,10|6000|0,,11|6,3|105|10000|2000|3,,11|6,3|103|10000|2000|3,
605211,2,,,,,,1,0,0,0,1,2,5,1,1,0,,,1|15000|0|0,,,3|223|10000|-2000|3,,,,
605311,2,,,,,,1,0,0,0,2,2,2,1,1,0,,,1|15000|0|0,,,,,,,
605411,2,,,,,,1,0,0,0,1,2,1,1,1,0,,,1|22500|0|1,,,,,,,
605511,2,,,,,,1,0,0,0,2,2,1,1,1,0,,,1|22000|0|0,,,3|223|10000|-2000|3,,,,
605611,2,,,,,,1,0,0,0,1,2,3,1,1,0,,,1|18000|0|0,,,,,,,
605711,2,,,,,,1,0,0,0,0,1,7,1,1,-1,,,2|6000|0|0,,,3|303|10000|0|1,,,,
101121,3,"25,2000",,,,,0,,,,,,,,,,,,,,,,,,,
102121,3,"20,1000,32,1500",,,,,0,,,,,,,,,,,,,,,,,,,
102131,3,,,1,,,0,0,0,0,0,1,1,8,1,-1,,,4|1501|2000|-8000,,,,,,,
201121,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|207|10000|-1000|3,,,,,,,
300121,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|5|1500|0|3,,,,,,,
302121,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|3000,,,,,,,
400121,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,9|20|0|10000,,,,,,,
402121,3,,,1,,,0,0,0,0,0,1,1,8,1,-1,,,4|4503|2000|-8000,,,,,,,
402122,3,,,1,,,0,0,0,0,0,1,1,8,1,-1,,,4|4504|2000|-8000,,,,,,,
501121,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,,3|107|10000|1000|2,,,3|112|10000|1000|2,,,,
502121,3,"29,1600,30,1600",,,,,0,,,,,,,,,,,,,,,,,,,
600121,3,,,2,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|1000|0|3,,,,,,,
105121,3,"15,1000,14,1200",,,,,0,,,,,,,,,,,,,,,,,,,
105122,3,"15,1500,14,1800",,,,,0,,,,,,,,,,,,,,,,,,,
105123,3,"15,2000,14,2400",,,,,0,,,,,,,,,,,,,,,,,,,
105131,3,,,13,,,0,0,0,1,2,2,7,1,1,0,,,3|1|10000|3000|5,,,,,,,
105132,3,,,13,,,0,0,0,1,2,2,7,1,1,0,,,3|1|10000|4000|5,,,,,,,
105133,3,,,13,,,0,0,0,1,2,2,7,1,1,0,,,3|1|10000|5000|5,,,,,,,
105141,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|2400|0|3,,,,,,,
105142,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|3000|0|3,,,,,,,
105143,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|4|3600|0|3,,,,,,,
105221,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|1800|3,,,,,,,
105222,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|2250|3,,,,,,,
105223,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|2700|3,,,,,,,
105231,3,"21,3200,29,3200",,0,,,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,
105232,3,"21,4000,29,4000",,0,,,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,
105233,3,"21,4800,29,4800",,0,,,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,
105321,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|1800|3,,,,,,,
105322,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|2250|3,,,,,,,
105323,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|3|10000|2700|3,,,,,,,
105331,3,"25,6000",,,,,0,,,,,,,,,,,,,,,,,,,
105332,3,"25,8000",,,,,0,,,,,,,,,,,,,,,,,,,
105333,3,"25,10000",,,,,0,,,,,,,,,,,,,,,,,,,
105341,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|227|10000|-8000|3,,,,,,,
105342,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|227|10000|-10000|3,,,,,,,
105343,3,,,3,,,0,0,0,0,0,2,1,6,1,-1,,,3|227|10000|-12000|3,,,,,,,
105421,3,"15,1000,32,1400",,,,,0,,,,,,,,,,,,,,,,,,,
105422,3,"15,1500,32,2100",,,,,0,,,,,,,,,,,,,,,,,,,
105423,3,"15,2000,32,2800",,,,,0,,,,,,,,,,,,,,,,,,,
105431,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|900|0,,,,,,,
105432,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|1200|0,,,,,,,
105433,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|1500|0,,,,,,,
105441,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|225|10000|-8000|3,,,,,,,
105442,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|225|10000|-10000|3,,,,,,,
105443,3,,,6,,,0,0,0,0,0,2,1,6,1,-1,,,3|225|10000|-12000|3,,,,,,,
105521,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,3|117|10000|2100|10,,11|1,3|118|10000|2100|10,,,,
105522,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,3|117|10000|2800|10,,11|1,3|118|10000|2800|10,,,,
105523,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,3|117|10000|3500|10,,11|1,3|118|10000|3500|10,,,,
105621,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|2400|0,,,3|112|10000|2400|3,,,,
105622,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|3200|0,,,3|112|10000|3200|3,,,,
105623,3,,,14,,12|5,0,0,0,0,0,1,1,5,1,-1,,,2|0|4000|0,,,3|112|10000|4000|3,,,,
105631,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,10|4500|0,,11|1,3|115|10000|2700|3,,,,
105632,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,10|6000|0,,11|1,3|115|10000|3600|3,,,,
105633,3,,,1,,,0,0,0,0,0,1,7,5,1,-1,,11|1,10|7500|0,,11|1,3|115|10000|4500|3,,,,
105641,3,,,15,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,,3|107|10000|2000|3,,,,
105642,3,,,15,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,,3|107|10000|3000|3,,,,
105643,3,,,15,,,0,0,0,0,0,1,1,5,1,-1,,,9|10|0|10000,,,3|107|10000|4000|3,,,,
105721,3,,,14,,12|5,0,0,0,0,0,1,7,1,1,-1,,11|1,3|107|10000|2100|3,,,,,,,
105722,3,,,14,,12|5,0,0,0,0,0,1,7,1,1,-1,,11|1,3|107|10000|2800|3,,,,,,,
105723,3,,,14,,12|5,0,0,0,0,0,1,7,5,1,-1,,11|1,3|107|10000|3500|3,,,,,,,
105731,3,,,19,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|107|10000|3000|30,,,,
105732,3,,,19,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|107|10000|4000|30,,,,
105733,3,,,19,,,0,0,1,0,0,1,1,5,1,-1,,,8|1,,,3|107|10000|5000|30,,,,
105921,3,,1,4,,12|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|3900,,,,,,,
105922,3,,1,4,,12|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|5200,,,,,,,
105923,3,,1,4,,12|3,0,0,0,0,0,1,1,5,1,-1,,,5|15|6500,,,,,,,
105931,3,"25,3200",1,4,,2|3,0,0,0,0,0,1,1,5,1,-1,,,5|25|3200,,,,,,,
105932,3,"25,4000",1,4,,2|3,0,0,0,0,0,1,1,5,1,-1,,,5|25|4000,,,,,,,
105933,3,"25,4800",1,4,,2|3,0,0,0,0,0,1,1,5,1,-1,,,5|25|4800,,,,,,,
205121,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|4500,,,,,,,
205122,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|6000,,,,,,,
205123,3,,,1,,,0,0,0,0,0,1,1,5,1,-1,,,10|0|7500,,,,,,,
205131,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|1200|5,,,3|123|10000|1200|5,,,,
205132,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|1500|5,,,3|123|10000|1500|5,,,,
205133,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,,3|112|10000|1800|5,,,3|123|10000|1800|5,,,,
205221,3,,,1,,,0,0,0,0,0,1,4,4,3,-1,,,8|1,,11|2,3|107|10000|1000|2,,,,
205222,3,,,1,,,0,0,0,0,0,1,4,4,3,-1,,,8|1,,11|2,3|107|10000|2000|2,,,,
205223,3,,,1,,,0,0,0,0,0,1,4,4,3,-1,,,8|1,,11|2,3|107|10000|3000|2,,,,
205231,3,"18,2000,14,2000,32,2000",,,,,0,,,,,,,,,,,,,,,,,,,
205232,3,"18,2500,14,2500,32,2500",,,,,0,,,,,,,,,,,,,,,,,,,
205233,3,"18,3000,14,3000,32,3000",,,,,0,,,,,,,,,,,,,,,,,,,
205321,3,"18,3500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1005|10000|0|30,,,,,,,
205322,3,"18,5000",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1005|10000|0|30,,,,,,,
205323,3,"18,6500",,1,,,0,0,0,0,0,1,1,5,1,-1,,,3|1005|10000|0|30,,,,,,,
205331,3,,1,4,,19,0,0,0,0,0,1,1,5,1,-1,,,5|15|4800,,,,,,,
205332,3,,1,4,,19,0,0,0,0,0,1,1,5,1,-1,,,5|15|6000,,,,,,,
205333,3,,1,4,,19,0,0,0,0,0,1,1,5,1,-1,,,5|15|7200,,,,,,,
205421,3,,,12,,,0,0,0,0,0,1,1,5,1,-1,,6|10000,2|0|900|0,,,,,,,
