DropGroupID,DropItemID,Weight,Min,Max
100043,12003,99000,1,1
100043,13,100000,1,2
100043,4,135000,1,3
100043,5,148500,1,3
100043,6,121500,1,3
100044,13001,396000,1,1
100044,13003,99000,1,1
100044,13,100000,1,2
100044,4,135000,1,3
100044,5,148500,1,3
100044,6,121500,1,3
100045,57014,8106,1,1
100045,57004,43233,1,1
100045,10001,99000,1,1
100045,10003,24750,1,1
100045,11001,99000,1,1
100045,11003,24750,1,1
100045,12001,99000,1,1
100045,12003,24750,1,1
100045,13001,99000,1,1
100045,13003,24750,1,1
100045,13,100000,1,2
100045,4,117887,2,3
100045,5,129676,2,3
100045,6,106098,2,3
100046,10002,216000,1,1
100046,10003,108000,1,1
100046,13,100000,1,2
100046,4,192000,1,2
100046,5,211200,1,2
100046,6,172800,1,2
100047,11002,216000,1,1
100047,11003,108000,1,1
100047,13,100000,1,2
100047,4,192000,1,2
100047,5,211200,1,2
100047,6,172800,1,2
100048,12002,216000,1,1
100048,12003,108000,1,1
100048,13,100000,1,2
100048,4,192000,1,2
100048,5,211200,1,2
100048,6,172800,1,2
100049,13002,216000,1,1
100049,13003,108000,1,1
100049,13,100000,1,2
100049,4,192000,1,2
100049,5,211200,1,2
100049,6,172800,1,2
100050,57015,8275,1,1
100050,57005,44133,1,1
100050,10002,54000,1,1
100050,10003,27000,1,1
100050,11002,54000,1,1
100050,11003,27000,1,1
100050,12002,54000,1,1
100050,12003,27000,1,1
100050,13002,54000,1,1
100050,13003,27000,1,1
100050,13,100000,1,2
100050,4,174531,1,2
100050,5,191984,1,2
100050,6,157078,1,2
100051,10002,234000,1,1
100051,10003,117000,1,1
100051,13,100000,1,3
100051,4,183000,1,2
100051,5,201300,1,2
100051,6,164700,1,2
100052,11002,234000,1,1
100052,11003,117000,1,1
100052,13,100000,1,3
100052,4,183000,1,2
100052,5,201300,1,2
100052,6,164700,1,2
100053,12002,234000,1,1
100053,12003,117000,1,1
100053,13,100000,1,3
100053,4,183000,1,2
100053,5,201300,1,2
100053,6,164700,1,2
100054,13002,234000,1,1
100054,13003,117000,1,1
100054,13,100000,1,3
100054,4,183000,1,2
100054,5,201300,1,2
100054,6,164700,1,2
100055,57016,8443,1,1
100055,57006,45033,1,1
100055,10002,58500,1,1
100055,10003,29250,1,1
100055,11002,58500,1,1
100055,11003,29250,1,1
100055,12002,58500,1,1
100055,12003,29250,1,1
100055,13002,58500,1,1
100055,13003,29250,1,1
100055,13,100000,1,3
100055,4,165175,1,2
100055,5,181693,1,2
100055,6,148658,1,2
100056,10002,252000,1,1
100056,10003,126000,1,1
100056,13,100000,1,3
100056,4,174000,1,2
100056,5,191400,1,2
100056,6,156600,1,2
100057,11002,252000,1,1
100057,11003,126000,1,1
100057,13,100000,1,3
100057,4,174000,1,2
100057,5,191400,1,2
100057,6,156600,1,2
100058,12002,252000,1,1
100058,12003,126000,1,1
100058,13,100000,1,3
100058,4,174000,1,2
100058,5,191400,1,2
100058,6,156600,1,2
100059,13002,252000,1,1
100059,13003,126000,1,1
100059,13,100000,1,3
100059,4,174000,1,2
100059,5,191400,1,2
100059,6,156600,1,2
100060,57011,8612,1,1
100060,57001,45933,1,1
100060,10002,63000,1,1
100060,10003,31500,1,1
100060,11002,63000,1,1
100060,11003,31500,1,1
100060,12002,63000,1,1
100060,12003,31500,1,1
100060,13002,63000,1,1
100060,13003,31500,1,1
100060,13,100000,1,3
100060,4,155818,1,3
100060,5,171400,1,3
100060,6,140236,1,3
100061,10002,270000,1,1
100061,10003,135000,1,1
100061,13,100000,1,3
100061,4,165000,1,3
100061,5,181500,1,3
100061,6,148500,1,3
100062,11002,270000,1,1
100062,11003,135000,1,1
100062,13,100000,1,3
100062,4,165000,1,3
100062,5,181500,1,3
100062,6,148500,1,3
100063,12002,270000,1,1
100063,12003,135000,1,1
100063,13,100000,1,3
100063,4,165000,1,3
100063,5,181500,1,3
100063,6,148500,1,3
100064,13002,270000,1,1
100064,13003,135000,1,1
100064,13,100000,1,3
100064,4,165000,1,3
100064,5,181500,1,3
100064,6,148500,1,3
100065,57012,8781,1,1
100065,57002,46833,1,1
100065,10002,67500,1,1
100065,10003,33750,1,1
100065,11002,67500,1,1
100065,11003,33750,1,1
100065,12002,67500,1,1
100065,12003,33750,1,1
100065,13002,67500,1,1
100065,13003,33750,1,1
100065,13,100000,1,3
100065,4,146462,1,3
100065,5,161108,1,3
100065,6,131816,1,3
100066,10002,288000,1,1
100066,10004,57600,1,1
100066,13,100000,2,3
100066,4,184800,1,2
100066,5,203280,1,2
100066,6,166320,1,2
100067,11002,288000,1,1
100067,11004,57600,1,1
100067,13,100000,2,3
100067,4,184800,1,2
100067,5,203280,1,2
100067,6,166320,1,2
100068,12002,288000,1,1
100068,12004,57600,1,1
100068,13,100000,2,3
100068,4,184800,1,2
100068,5,203280,1,2
100068,6,166320,1,2
100069,13002,288000,1,1
100069,13004,57600,1,1
100069,13,100000,2,3
100069,4,184800,1,2
100069,5,203280,1,2
100069,6,166320,1,2
100070,57013,8950,1,1
100070,57003,47733,1,1
100070,10002,72000,1,1
100070,10004,14400,1,1
100070,11002,72000,1,1
100070,11004,14400,1,1
100070,12002,72000,1,1
100070,12004,14400,1,1
100070,13002,72000,1,1
100070,13004,14400,1,1
100070,13,100000,2,3
100070,4,165906,1,3
100070,5,182497,1,3
100070,6,149315,1,3
100071,10002,306000,1,1
100071,10004,61200,1,1
100071,13,100000,2,3
100071,4,177600,1,3
100071,5,195360,1,3
100071,6,159840,1,3
100072,11002,306000,1,1
100072,11004,61200,1,1
100072,13,100000,2,3
100072,4,177600,1,3
100072,5,195360,1,3
100072,6,159840,1,3
100073,12002,306000,1,1
100073,12004,61200,1,1
100073,13,100000,2,3
100073,4,177600,1,3
100073,5,195360,1,3
100073,6,159840,1,3
100074,13002,306000,1,1
100074,13004,61200,1,1
100074,13,100000,2,3
100074,4,177600,1,3
100074,5,195360,1,3
100074,6,159840,1,3
100075,57014,9118,1,1
100075,57004,48633,1,1
100075,10002,76500,1,1
100075,10004,15300,1,1
100075,11002,76500,1,1
100075,11004,15300,1,1
100075,12002,76500,1,1
100075,12004,15300,1,1
100075,13002,76500,1,1
100075,13004,15300,1,1
100075,13,100000,2,3
100075,4,158350,1,3
100075,5,174185,1,3
100075,6,142515,1,3
100076,10002,324000,1,1
100076,10004,64800,1,1
100076,13,100000,2,4
100076,4,170400,1,3
100076,5,187440,1,3
100076,6,153360,1,3
100077,11002,324000,1,1
100077,11004,64800,1,1
100077,13,100000,2,4
100077,4,170400,1,3
100077,5,187440,1,3
100077,6,153360,1,3
100078,12002,324000,1,1
100078,12004,64800,1,1
100078,13,100000,2,4
100078,4,170400,1,3
100078,5,187440,1,3
100078,6,153360,1,3
100079,13002,324000,1,1
100079,13004,64800,1,1
100079,13,100000,2,4
100079,4,170400,1,3
100079,5,187440,1,3
100079,6,153360,1,3
100080,57015,9287,1,1
100080,57005,49533,1,1
100080,10002,81000,1,1
100080,10004,16200,1,1
100080,11002,81000,1,1
100080,11004,16200,1,1
100080,12002,81000,1,1
100080,12004,16200,1,1
100080,13002,81000,1,1
100080,13004,16200,1,1
100080,13,100000,2,4
100080,4,150793,2,3
100080,5,165872,2,3
100080,6,135714,2,3
100081,10002,342000,1,1
100081,10004,68400,1,1
100081,13,100000,2,4
100081,4,163200,1,3
100081,5,179520,1,3
100081,6,146880,1,3
100082,11002,342000,1,1
100082,11004,68400,1,1
100082,13,100000,2,4
100082,4,163200,1,3
100082,5,179520,1,3
